SUBUSERNAME,LATITUDE,LONGITUDE, PROVIDER,TIME
6550507083828163,27.2065844525,78.0224479763,gps,1530083672975
6550507083828163,27.2064919603,78.0222894287,gps,1530158485957
6550507083828163,27.2064656544,78.0223374508,gps,1530121516804
6550507083828163,27.2064648486,78.0222588289,gps,1530117597043
6550507083828163,27.2221230597,78.0301224108,gps,1530247857390
6550507083828163,27.2063096127,78.0224020336,gps,1530207034939
6550507454878163,19.1271249999,72.9192596999,network,1528977505928
6550507454878163,19.127424,72.9187409,gps,
6550507454878163,19.1271233,72.9192603,network,1528975168402
6550507454878163,19.1272000316,72.9192438907,gps,
6550507454878163,19.1271233,72.9192603,network,1528984620939
6550507454878163,19.1270071,72.919359,network,
6550507454878163,19.1271531999,72.9190633,gps,1528847277000
6550507454878163,19.1271229,72.9192776,network,
6550507454878163,19.1271531999,72.9190633,gps,1528847277000
6550507454878163,19.1272514965,72.9193857964,gps,
6550507454878163,19.1270852,72.919218,gps,1529022843000
6550507454878163,19.1268999176,72.918635616,gps,
6550507454878163,19.1270852,72.919218,gps,1529022843000
6550507454878163,19.1271542664,72.9190835449,gps,
6550507454878163,19.1271531999,72.9190633,gps,1528847277000
6550507454878163,19.1281809,72.9195138999,gps,
6550507454878163,19.1271531999,72.9190633,gps,1528847277000
6550507454878163,19.1271325999,72.9192603,network,
6550507454878163,19.1271531999,72.9190633,gps,1528847277000
6550507454878163,19.1269211,72.9196124,gps,
6550507454878163,19.127098,72.9190420999,gps,1529010191000
6550507454878163,19.127286,72.9193216999,gps,
6550507454878163,19.1271233,72.9192603,network,1528996955167
6550507454878163,19.1273583,72.9193017,gps,
6550507454878163,19.1270852,72.919218,gps,1529022843000
6550507454878163,19.1270867,72.9191667999,gps,
6550507454878163,19.1270852,72.919218,gps,1529022843000
6550507454878163,19.1247785999,72.9166744999,gps,
6550507454878163,19.1271233,72.9192603,network,1529072851906
6550507454878163,19.1271866,72.9192689,network,
6550507454878163,19.1271221,72.9196577999,gps,1529048346000
6550507454878163,19.1270852,72.919218,gps,1529022843000
6550507454878163,19.1271233,72.9192603,network,1529072851906
6550507454878163,19.1271221,72.9196577999,gps,1529048346000
6550507454878163,19.127098,72.9191268999,network,1529112086822
6550507454878163,19.1271343,72.9201221,network,1529091502538
6550507454878163,19.1270852,72.919218,gps,1529022843000
6550507454878163,19.1270852,72.919218,gps,1529022843000
6550507454878163,19.1271221,72.9196577999,gps,1529048346000
6550507454878163,19.1271233,72.9192603,network,1529072851906
6550507454878163,19.1271233,72.9192603,network,1529079482265
6550507454878163,19.1273088,72.9190667,gps,1529116137000
6550507454878163,19.1273088,72.9190667,gps,1529116137000
6550507454878163,19.1273088,72.9190667,gps,1529116137000
6550507454878163,19.1271324,72.9190516999,gps,1529172835450
6550507454878163,19.1271324,72.9190516999,gps,1529172835450
6550507454878163,19.1269728,72.9191751999,gps,1529356471330
6550507454878163,19.1269728,72.9191751999,gps,1529356471330
6550507454878163,19.1268594,72.9187766999,gps,1529200435330
6550507454878163,19.1274231999,72.9191672999,gps,1529267182000
6550507454878163,19.127013,72.9191313,gps,1529307282227
6550507454878163,19.1271407,72.9191861,gps,1529396923361
6550507454878163,19.1271227999,72.9192617,network,1529595654741
6550507454878163,19.1270996,72.9191289999,network,1529613427104
6550507454878163,19.1271227999,72.9192617,network,1529564069638
6550507454878163,19.1270996,72.9191289999,network,1529552342958
6550507454878163,19.1270996,72.9191289999,network,1529547266938
6550507454878163,19.1271227999,72.9192617,network,1529564069638
6550507454878163,19.1270504,72.9191210999,network,1529574127020
6550507454878163,19.1270504,72.9191210999,network,1529573766984
6550507454878163,19.1271647999,72.9178186,network,1529594674274
6550507454878163,19.1271227999,72.9192617,network,1529586321432
6550507454878163,19.1271717999,72.9193857,network,1529595123394
6550507454878163,19.1271717999,72.9193857,network,1529595123394
6550507454878163,19.1271647999,72.9178186,network,1529594674274
6550507454878163,19.1271647999,72.9178186,network,1529594674274
6550507454878163,19.1271717999,72.9193857,network,1529595123394
6550507454878163,19.1272690999,72.9194085,gps,1529384671276
6550507454878163,19.1272690999,72.9194085,gps,1529384671276
6550507454878163,19.1288547,72.8666994,gps,1529405893320
6550507454878163,19.1253433,72.9173526999,gps,1529475555000
6550507454878163,19.1253433,72.9173526999,gps,1529475555000
6550507454878163,19.1270996,72.9191289999,network,1529533484990
6550507454878163,19.1288547,72.8666994,gps,1529405893320
6550507454878163,19.1253433,72.9173526999,gps,1529475555000
6550507454878163,19.1288547,72.8666994,gps,1529405893320
6550507454878163,19.1270996,72.9191289999,network,1529638440987
6550507454878163,19.1271306,72.919262,network,1529647483250
6550507454878163,19.1271227999,72.9192617,network,1529641500916
6550507454878163,19.1271306,72.919262,network,1529647483250
6550507454878163,19.1232298,72.9183313,gps,1529740651650
6550507454878163,19.1271171,72.9198650999,network,1529725585645
6550507454878163,19.1271227999,72.9192617,network,1529734152668
6550507454878163,19.1271647999,72.9178186,network,1529720929156
6550507454878163,19.1271227999,72.9192617,network,1529702737446
6550507454878163,19.1272322,72.9192465999,network,1529681972009
6550507454878163,19.1271227999,72.9192617,network,1529726764189
6550507454878163,19.1271227999,72.9192617,network,1529706335378
6550507454878163,19.1272322,72.9192465999,network,1529681972009
6550507454878163,19.1271227999,72.9192617,network,1529689546411
6550507454878163,19.1271647999,72.9178186,network,1529686893088
6550507454878163,19.1272322,72.9192465999,network,1529681972009
6550507454878163,19.1271227999,72.9192617,network,1529689546411
6550507454878163,19.1271647999,72.9178186,network,1529686893088
6550507454878163,19.1271647999,72.9178186,network,1529686893088
6550507454878163,19.1270996,72.9191289999,network,1529663054052
6550507454878163,19.1271227999,72.9192617,network,1529689546411
6550507454878163,19.1271227999,72.9192617,network,1529658660961
6550507454878163,19.1232298,72.9183313,gps,1529740651650
6550507454878163,19.1232298,72.9183313,gps,1529740651650
6550507454878163,19.1270996,72.9191289999,network,1529878536926
6550507454878163,19.1271227999,72.9192617,network,1529840242900
6550507454878163,19.1270996,72.9191289999,network,1529876135940
6550507454878163,19.1270996,72.9191289999,network,1529869596170
6550507454878163,19.1232298,72.9183313,gps,1529740651650
6550507454878163,19.1271227999,72.9192617,network,1529828454538
6550507454878163,19.1271227999,72.9192617,network,1529835882981
6550507454878163,19.1271227999,72.9192617,network,1529991433505
6550507454878163,19.1271227999,72.9192617,network,1529991433505
6550507454878163,19.1271278,72.9192584999,network,1529886840903
6550507454878163,19.1271227999,72.9192617,network,1529938806386
6550507454878163,19.1270996,72.9191289999,network,1529920843575
6550507454878163,19.127043,72.9191191999,gps,1530204098133
6550507454878163,19.1271227999,72.9192623999,network,1530204082991
6550507454878163,19.1287075,72.9189259999,network,1530035916758
6550507454878163,19.1271227999,72.9192617,network,1530099603299
6550507454878163,19.1271227999,72.9192617,network,1530099603299
6550507454878163,19.1271227999,72.9192623999,network,1530204082991
6550507454878163,19.1287075,72.9189259999,network,1530035916758
6550507454878163,19.1270972,72.9191334,network,1530128393233
6550507454878163,19.1270972,72.9191334,network,1530128393233
6550507454878163,19.1271227999,72.9192623999,network,1530444308270
6550507454878163,19.1271227999,72.9192623999,network,1530444308270
6550507454878163,19.1268512,72.9191452,gps,1530332271000
6550507454878163,19.1270808,72.9190346999,gps,1530526277176
6550507454878163,19.1270808,72.9190346999,gps,1530526277176
6550507454878163,19.1270808,72.9190346999,gps,1530526277176
6550507454878163,19.1270808,72.9190346999,gps,1530526277176
6550507454878163,19.1270808,72.9190346999,gps,1530526277176
6550507454878163,19.1271279999,72.9192165999,gps,1530580894000
6550507454878163,19.1271279999,72.9192165999,gps,1530580894000
6550507454878163,19.1271571999,72.9192639,gps,1530560531000
6550507454878163,19.1270401887,72.919009868,gps,1530627290000
6550507454878163,19.1272167,72.9191157,gps,1530647563307
6550507454878163,19.1271095,72.9194705,gps,1530619005588
6550507454878163,19.1273725,72.919555,gps,1530660193914
6550507454878163,19.1272754687,72.9194442182,gps,1530681141000
6550507454878163,19.1272489,72.9192883999,gps,1530730686000
6550507454878163,19.1272649,72.9189853999,gps,1530757456000
6550507454878163,19.1272489,72.9192883999,gps,1530730686000
6550507454878163,19.1272754687,72.9194442182,gps,1530681141000
6550507454878163,19.1271114,72.9194576,gps,1530704827459
6550507454878163,19.0401789,72.8394183,gps,1530815983424
6550507454878163,19.0401789,72.8394183,gps,1530815983424
6550507454878163,19.1272559999,72.9195742,gps,1530770051536
6550507454878163,19.1272559999,72.9195742,gps,1530770051536
6550507454878163,19.1272899,72.9195727,gps,1530793160000
6550507454878163,19.1272899,72.9195727,gps,1530793160000
6550507454878163,19.1271194,72.9192704,network,1530960406228
6550507477788163,13.085152,80.1758301999,network,1530616713001
6550507477788163,13.0851064,80.1758028999,network,1530704621898
6550507477788163,13.1011519,80.1385194,network,1530758147518
6550507477788163,13.0850762,80.1757839999,network,1530802873883
6550507653868163,21.1601725499,79.00473601,gps,1529488286000
6550507653868163,21.15949785,79.00434665,gps,1529533382000
6550507653868163,21.15941729,79.0044797099,gps,1529510933000
6550507653868163,21.1593692299,79.00425622,gps,1529554709451
6550507653868163,21.1593692299,79.00425622,gps,1529554709451
6550507653868163,21.1593978,79.00434622,gps,1529492146180
6550507653868163,21.15924215,79.0043949199,gps,1529473360000
6550507653868163,21.1590675899,79.0041159499,gps,1529469214140
6550507653868163,21.15934229,79.0041678099,gps,1529470981164
6550507653868163,21.15935215,79.0042596199,gps,1529480210000
6550507977528163,26.1276021553,73.0514783877,gps,
6550507977528163,26.1010732222,73.0662803258,gps,1530071975000
6550507977528163,26.1272179288,73.0513589456,gps,
6550507977528163,26.1010732222,73.0662803258,gps,1530071975000
6550507977528163,26.1274688411,73.0515578482,gps,
6550507977528163,26.1328251287,73.0559156835,gps,1530111413559
6550507977528163,26.1328734923,73.0557674914,gps,
6550507977528163,26.1329349735,73.0559857562,gps,1530096770979
6550507977528163,26.1273842677,73.0516860075,gps,
6550507977528163,26.1328251287,73.0559156835,gps,1530111413559
6550507977528163,26.1273621395,73.0516325309,gps,
6550507977528163,26.1328251287,73.0559156835,gps,1530111413559
6550507977528163,26.1461454397,73.0514639709,gps,
6550507977528163,26.1332092294,73.0559460259,gps,1530201977462
6550507977528163,26.1273471778,73.0515347979,gps,
6550507977528163,26.1273579066,73.0517243966,gps,1530215759915
6550507977528163,26.1273917276,73.0515996739,gps,
6550507977528163,26.1328251287,73.0559156835,gps,1530111413559
6550507977528163,26.1276021553,73.0514783877,gps,
6550507977528163,26.1273807054,73.0516324471,gps,1530162142000
6550507977528163,26.127347094,73.0516046192,gps,1530150954561
6550507977528163,26.127541135,73.0514137633,gps,1530162316662
6550507977528163,26.1274191364,73.0515896156,gps,1530124102000
6550507977528163,26.1327892122,73.0559683218,gps,1530180282423
6550507977528163,26.1394582316,73.049881719,gps,1530195529000
6550507977528163,26.1274462519,73.0519958864,gps,1530163356000
6550507977528163,26.1271763965,73.051726073,gps,1530294170000
6550507977528163,26.1329254601,73.0562198627,gps,1530256667000
6550507977528163,26.1272890912,73.0515838321,gps,1530229341784
6550507977528163,26.1273562721,73.0515751149,gps,1530249957867
6550507977528163,26.1331389052,73.0562704894,gps,1530409582022
6550507977528163,26.1328874062,73.0558502208,gps,1530348966706
6550507977528163,26.1273349821,73.0515622906,gps,1530380042000
6550507977528163,26.1274783965,73.0515559203,gps,1530330550000
6550507977528163,26.1271763965,73.051726073,gps,1530294170000
6550507977528163,26.1328874062,73.0558502208,gps,1530348966706
6550507977528163,26.1274371994,73.0516909528,gps,1530506996498
6550507977528163,26.1330796452,73.0560703296,gps,1530412566600
6550507977528163,26.1331653501,73.0511043872,gps,1530418292000
6550507977528163,26.1273758439,73.0514099076,gps,1530575553000
6550507977528163,26.1273758439,73.0514099076,gps,1530575553000
6550507977528163,26.1273758439,73.0514099076,gps,1530575553000
6550507977528163,26.1273288633,73.0516339559,gps,1530719897665
6550507977528163,26.1328980512,73.0560425855,gps,1530625790000
6550507977528163,26.1271609738,73.0514500569,gps,1530729238000
6550507977528163,26.13290417,73.055967316,gps,1530713892571
6550507977528163,26.1273675458,73.0515567585,gps,1530671299505
6550507977528163,26.1274037556,73.051613504,gps,1530692458718
6550507977528163,26.1329292738,73.0559900309,gps,1530710593384
6550508071746563,19.22575059,73.09038003,gps,
6550508071746563,19.22613541,73.09066776,gps,
6550508071746563,19.1832897,73.0984308,gps,
6550508071746563,19.24399203,73.1182768799,gps,
6550508071746563,19.69721381,73.75716124,gps,
6550508071746563,19.2244681399,73.0956807299,gps,
6550508071746563,19.22692752,73.09066369,gps,
6550508071746563,19.22725927,73.09101535,gps,
6550508071746563,19.22114218,73.08714711,gps,
6550508071746563,19.22617667,73.09069727,gps,
6550508071746563,19.22769659,73.0932446799,gps,
6550508071746563,19.22002681,73.09453204,gps,
6550508071746563,19.2236644699,73.08849177,gps,
6550508071746563,19.2297629199,73.0898322599,gps,
6550508071746563,19.19408118,73.09276954,gps,
6550508071746563,19.2272526299,73.09058505,gps,
6550508071746563,19.2260774,73.0908433799,gps,
6550508071746563,19.2271059999,73.090693,network,
6550508071746563,19.2255104999,73.0905154999,network,
6550508071746563,19.22699438,73.0905485499,gps,
6550508071746563,19.22671078,73.0909254799,gps,
6550508071746563,19.22602175,73.0909427699,gps,
6550508071746563,19.2294033999,73.0912115299,gps,
6550508071746563,19.22297143,73.08696324,gps,
6550508071746563,19.2269039799,73.09086748,gps,
6550508071746563,19.22612938,73.09076706,gps,
6550508071746563,19.34626261,73.15877073,gps,
6550508071746563,19.80715262,74.4696994899,gps,
6550508071746563,19.24395032,74.0132504,gps,
6550508071746563,19.2068929,73.1625446,network,
6550508071746563,19.18097608,73.10817926,gps,
6550508071746563,19.4143419299,73.27210139,gps,
6550508071746563,19.6975661799,73.75697741,gps,
6550508071746563,19.22473911,73.09729695,gps,
6550508071746563,19.2269458399,73.09060363,gps,
6550508071746563,19.2256798999,73.0906138499,gps,
6550508071746563,19.22600814,73.09080914,gps,
6550508071746563,19.2246373199,73.08439276,gps,
6550508071746563,19.22592611,73.0906377,gps,
6550508071746563,19.22594004,73.0907465899,gps,
6550508071746563,19.18096117,73.10817729,gps,
6550508071746563,19.22604773,73.09090707,gps,
6550508071746563,19.22598293,73.09068682,gps,
6550508071746563,19.22599462,73.0906828399,gps,
6550508071746563,19.21907445,73.08492578,gps,
6550508071746563,19.1813238,73.1078851,network,
6550508071746563,19.22854145,73.09365264,gps,
6550508071746563,19.2257835499,73.0908354999,gps,
6550508071746563,19.18094846,73.10812124,gps,
6550508071746563,19.20228733,73.09559577,gps,
6550508071746563,19.22597593,73.09076643,gps,
6550508071746563,19.2269253099,73.0909211799,gps,
6550508071746563,19.3253394999,73.4960631999,gps,
6550508071746563,19.32548203,73.49600712,gps,
6550508071746563,19.22626482,73.0899450099,gps,
6550508071746563,19.21487969,73.0891321499,gps,
6550508071746563,19.22575059,73.09038003,gps,
6550508071746563,19.22613541,73.09066776,gps,
6550508071746563,19.1832897,73.0984308,gps,
6550508071746563,19.24399203,73.1182768799,gps,
6550508071746563,19.69721381,73.75716124,gps,
6550508071746563,19.2244681399,73.0956807299,gps,
6550508071746563,19.22692752,73.09066369,gps,
6550508071746563,19.22725927,73.09101535,gps,
6550508071746563,19.22114218,73.08714711,gps,
6550508071746563,19.22617667,73.09069727,gps,
6550508071746563,19.22769659,73.0932446799,gps,
6550508071746563,19.22002681,73.09453204,gps,
6550508071746563,19.2236644699,73.08849177,gps,
6550508071746563,19.2297629199,73.0898322599,gps,
6550508071746563,19.19408118,73.09276954,gps,
6550508071746563,19.2272526299,73.09058505,gps,
6550508071746563,19.2260774,73.0908433799,gps,
6550508071746563,19.2271059999,73.090693,network,
6550508071746563,19.2255104999,73.0905154999,network,
6550508071746563,19.22699438,73.0905485499,gps,
6550508071746563,19.22671078,73.0909254799,gps,
6550508071746563,19.22602175,73.0909427699,gps,
6550508071746563,19.2294033999,73.0912115299,gps,
6550508071746563,19.22297143,73.08696324,gps,
6550508071746563,19.2269039799,73.09086748,gps,
6550508071746563,19.22612938,73.09076706,gps,
6550508071746563,19.34626261,73.15877073,gps,
6550508071746563,19.80715262,74.4696994899,gps,
6550508071746563,19.24395032,74.0132504,gps,
6550508071746563,19.2068929,73.1625446,network,
6550508071746563,19.18097608,73.10817926,gps,
6550508071746563,19.4143419299,73.27210139,gps,
6550508071746563,19.6975661799,73.75697741,gps,
6550508071746563,19.22473911,73.09729695,gps,
6550508071746563,19.2269458399,73.09060363,gps,
6550508071746563,19.2256798999,73.0906138499,gps,
6550508071746563,19.22600814,73.09080914,gps,
6550508071746563,19.2246373199,73.08439276,gps,
6550508071746563,19.22592611,73.0906377,gps,
6550508071746563,19.22594004,73.0907465899,gps,
6550508071746563,19.18096117,73.10817729,gps,
6550508071746563,19.22604773,73.09090707,gps,
6550508071746563,19.22598293,73.09068682,gps,
6550508071746563,19.22599462,73.0906828399,gps,
6550508071746563,19.21907445,73.08492578,gps,
6550508071746563,19.1813238,73.1078851,network,
6550508071746563,19.22854145,73.09365264,gps,
6550508071746563,19.2257835499,73.0908354999,gps,
6550508071746563,19.18094846,73.10812124,gps,
6550508071746563,19.20228733,73.09559577,gps,
6550508071746563,19.22597593,73.09076643,gps,
6550508071746563,19.2269253099,73.0909211799,gps,
6550508071746563,19.3253394999,73.4960631999,gps,
6550508071746563,19.32548203,73.49600712,gps,
6550508071746563,19.22626482,73.0899450099,gps,
6550508071746563,19.21487969,73.0891321499,gps,
6550508071746563,19.18105822,73.10794432,gps,
6550508071746563,19.22750629,73.0905275199,gps,
6550508071746563,19.2263432399,73.0905024799,gps,
6550508071746563,19.1809461,73.10792102,gps,
6550508071746563,19.2278672499,73.0905923199,gps,
6550508071746563,19.22603281,73.0908060299,gps,
6550508071746563,19.22608959,73.0905168,gps,
6550508071746563,19.18078844,73.10795713,gps,
6550508071746563,19.22026182,73.08895087,gps,
6550508071746563,19.22415407,73.0886337099,gps,
6550508071746563,19.18061172,73.1083641999,gps,
6550508071746563,19.2179834599,73.0854752099,gps,
6550508071746563,19.2260144,73.0907071999,gps,
6550508071746563,19.2269633499,73.09064988,gps,
6550508071746563,19.18113391,73.10825583,gps,
6550508071746563,19.22440727,73.08391837,gps,
6550508071746563,19.2261317699,73.0905406899,gps,
6550508071746563,19.2260423699,73.0903954,gps,
6550508071746563,19.1809902299,73.10821203,gps,
6550508071746563,19.2268332499,73.09064915,gps,
6550508071746563,19.22606206,73.09077709,gps,
6550508071746563,19.2266660599,73.0905413499,gps,
6550508071746563,19.22737609,73.0910063,gps,
6550508071746563,19.23603058,73.1295449899,gps,
6550508071746563,19.22687171,73.09081417,gps,
6550508071746563,19.2259731599,73.0905819,gps,
6550508071746563,19.18107416,73.1081380899,gps,
6550508071746563,19.21973118,73.0878971,gps,
6550508071746563,19.2261594,73.09066747,gps,
6550508071746563,19.2219720999,73.09147862,gps,
6550508071746563,19.1809395999,73.1081011999,network,
6550508071746563,19.2258487199,73.09065845,gps,
6550508071746563,19.2259713,73.09083655,gps,
6550508071746563,19.22635606,73.0889375999,gps,
6550508071746563,19.1809534799,73.10823211,gps,
6550508071746563,19.2302880499,73.11034825,gps,
6550508071746563,19.2261342599,73.0909154099,gps,
6550508071746563,19.18112743,73.1079378099,gps,
6550508071746563,19.23640786,73.1294531399,gps,
6550508071746563,19.22604059,73.09080136,gps,
6550508071746563,19.2258548699,73.0906033899,gps,
6550508071746563,19.2270137199,73.0907407899,gps,
6550508071746563,19.04693625,73.32896153,gps,
6550508071746563,19.2074409,73.10953335,gps,
6550508071746563,19.2242354999,73.096303,network,
6550508071746563,19.2264541,73.0907507999,network,
6550508071746563,19.18099479,73.10807755,gps,
6550508071746563,19.2268725799,73.0906684699,gps,
6550508071746563,19.22579193,73.0904373099,gps,
6550508071746563,19.20429549,73.08863341,gps,
6550508071746563,19.2260899599,73.0906925099,gps,
6550508071746563,19.2261718799,73.09088681,gps,
6550508071746563,19.2298819399,73.09099057,gps,
6550508071746563,19.22614647,73.0895972699,gps,
6550508071746563,19.22013961,73.08840592,gps,
6550508071746563,19.22603552,73.09071113,gps,
6550508071746563,19.18103009,73.1082176,gps,
6550508071746563,19.2149746599,73.10245478,gps,
6550508071746563,19.2265061999,73.0904941,network,
6550508071746563,19.2259771,73.0893020999,network,
6550508071746563,19.2263600299,73.09085167,gps,
6550508071746563,19.2291203999,73.0909276099,gps,
6550508071746563,19.22587289,73.0907844299,gps,
6550508071746563,19.2261025,73.0907884199,gps,
6550508071746563,19.21452731,73.08659808,gps,
6550508071746563,19.22595785,73.0909816,gps,
6550508071746563,19.22606816,73.090708,gps,
